시군,업종,2024,2026
남원시,기타레저,90.51154513265138,85.94258865227293
남원시,문화서비스,33.499331566939446,18.153535281978364
남원시,여행업,128.82041374969788,15.438369230535688
남원시,호텔,154.30863117917158,119.7298693003932
남원시,캠핑장/펜션,21.407182950142875,13.523401984852867
남원시,렌터카,1.2948316647831632,3.4810686146932412
남해군,일반외식업,3973.8990179514963,4601.484001752714
남해군,육상운송,678.0616128370458,802.3527596852224
남해군,기타관광쇼핑,3176.2333142016805,3219.440224010849
남해군,대형쇼핑몰,0.0,47.68286372776635
남해군,제과음료업,823.0095720433414,1147.6974914235552
남해군,골프장,718.468578635492,549.863890676809
남해군,기타숙박,244.7342500808491,192.5668475097775
남해군,뷰티,41.59023096280307,70.99308356230216
남해군,레저용품쇼핑,54.585385645911465,54.47781164452645
남해군,기타레저,220.02996080181214,101.142444240675
남해군,문화서비스,4.901269058486905,3.5336403573071538
남해군,여행업,0.5239797263129669,0.0
남해군,호텔,1351.1443625728566,1085.3639385388906
남해군,캠핑장/펜션,45.29345503926681,39.338717260338576
남해군,렌터카,2.9130316819467694,2.6083611387294257
논산시,일반외식업,3637.9475374562944,3888.8652152456966
논산시,육상운송,6628.357267039692,6668.414907127421
논산시,기타관광쇼핑,3531.1085445880644,3653.6946338859652
