SGG_CD,SGG_NM,SEQ,TURSM_DNS_DIV_NM,TURSM_DNS_DIV_VAL
48121,경상남도 창원시 의창구,5,관광소비,13.8
48123,경상남도 창원시 성산구,1,방문자유입,
48123,경상남도 창원시 성산구,2,숙박방문자 비율,12.1
48123,경상남도 창원시 성산구,3,체류시간,10.9
48123,경상남도 창원시 성산구,4,목적지 검색량,
48123,경상남도 창원시 성산구,5,관광소비,12.7
48129,경상남도 창원시 진해구,1,방문자유입,
48129,경상남도 창원시 진해구,2,숙박방문자 비율,11.2
48129,경상남도 창원시 진해구,3,체류시간,11.0
48129,경상남도 창원시 진해구,4,목적지 검색량,
48129,경상남도 창원시 진해구,5,관광소비,14.5
48220,경상남도 통영시,1,방문자유입,
48220,경상남도 통영시,2,숙박방문자 비율,11.3
48220,경상남도 통영시,3,체류시간,11.2
48220,경상남도 통영시,4,목적지 검색량,
48220,경상남도 통영시,5,관광소비,13.4
48730,경상남도 함안군,1,방문자유입,
48730,경상남도 함안군,2,숙박방문자 비율,11.7
48730,경상남도 함안군,3,체류시간,10.5
48730,경상남도 함안군,4,목적지 검색량,
48730,경상남도 함안군,5,관광소비,17.2
48850,경상남도 하동군,1,방문자유입,
48850,경상남도 하동군,2,숙박방문자 비율,11.3
48850,경상남도 하동군,3,체류시간,10.7
48850,경상남도 하동군,4,목적지 검색량,
48850,경상남도 하동군,5,관광소비,13.8
48870,경상남도 함양군,1,방문자유입,
48870,경상남도 함양군,2,숙박방문자 비율,11.3
48870,경상남도 함양군,3,체류시간,7.3
48870,경상남도 함양군,4,목적지 검색량,
48870,경상남도 함양군,5,관광소비,13.4
48890,경상남도 합천군,1,방문자유입,
48890,경상남도 합천군,2,숙박방문자 비율,11.2
48890,경상남도 합천군,3,체류시간,11.2
48890,경상남도 합천군,4,목적지 검색량,
48890,경상남도 합천군,5,관광소비,14.2
50130,제주특별자치도 서귀포시,1,방문자유입,
50130,제주특별자치도 서귀포시,2,숙박방문자 비율,11.7
50130,제주특별자치도 서귀포시,3,체류시간,10.9
50130,제주특별자치도 서귀포시,4,목적지 검색량,
50130,제주특별자치도 서귀포시,5,관광소비,12.1
51820,강원특별자치도 고성군,1,방문자유입,
51820,강원특별자치도 고성군,2,숙박방문자 비율,11.6
51820,강원특별자치도 고성군,3,체류시간,10.7
51820,강원특별자치도 고성군,4,목적지 검색량,
51820,강원특별자치도 고성군,5,관광소비,12.4
50110,제주특별자치도 제주시,1,방문자유입,
50110,제주특별자치도 제주시,2,숙박방문자 비율,11.5
50110,제주특별자치도 제주시,3,체류시간,10.6
50110,제주특별자치도 제주시,4,목적지 검색량,
50110,제주특별자치도 제주시,5,관광소비,10.9
51150,강원특별자치도 강릉시,1,방문자유입,
51150,강원특별자치도 강릉시,2,숙박방문자 비율,11.7
51150,강원특별자치도 강릉시,3,체류시간,10.0
51150,강원특별자치도 강릉시,4,목적지 검색량,
51150,강원특별자치도 강릉시,5,관광소비,13.6
51170,강원특별자치도 동해시,1,방문자유입,
51170,강원특별자치도 동해시,2,숙박방문자 비율,13.3
51170,강원특별자치도 동해시,3,체류시간,9.2
51170,강원특별자치도 동해시,4,목적지 검색량,
51170,강원특별자치도 동해시,5,관광소비,14.2
51230,강원특별자치도 삼척시,1,방문자유입,
51230,강원특별자치도 삼척시,2,숙박방문자 비율,11.1
51230,강원특별자치도 삼척시,3,체류시간,10.6
51230,강원특별자치도 삼척시,4,목적지 검색량,
51230,강원특별자치도 삼척시,5,관광소비,10.2
51800,강원특별자치도 양구군,1,방문자유입,
51800,강원특별자치도 양구군,2,숙박방문자 비율,11.0
51800,강원특별자치도 양구군,3,체류시간,10.9
51800,강원특별자치도 양구군,4,목적지 검색량,
51800,강원특별자치도 양구군,5,관광소비,12.4
51210,강원특별자치도 속초시,1,방문자유입,
51210,강원특별자치도 속초시,2,숙박방문자 비율,12.8
51210,강원특별자치도 속초시,3,체류시간,10.1
51210,강원특별자치도 속초시,4,목적지 검색량,
51210,강원특별자치도 속초시,5,관광소비,13.9
51830,강원특별자치도 양양군,1,방문자유입,
51830,강원특별자치도 양양군,2,숙박방문자 비율,11.3
51830,강원특별자치도 양양군,3,체류시간,11.2
51830,강원특별자치도 양양군,4,목적지 검색량,
51830,강원특별자치도 양양군,5,관광소비,14.3
51750,강원특별자치도 영월군,1,방문자유입,
51750,강원특별자치도 영월군,2,숙박방문자 비율,11.1
51750,강원특별자치도 영월군,3,체류시간,9.7
51750,강원특별자치도 영월군,4,목적지 검색량,
51750,강원특별자치도 영월군,5,관광소비,14.2
51130,강원특별자치도 원주시,1,방문자유입,
51130,강원특별자치도 원주시,2,숙박방문자 비율,12.4
51130,강원특별자치도 원주시,3,체류시간,10.0
51130,강원특별자치도 원주시,4,목적지 검색량,
51130,강원특별자치도 원주시,5,관광소비,13.2
51810,강원특별자치도 인제군,1,방문자유입,
51810,강원특별자치도 인제군,2,숙박방문자 비율,11.0
51810,강원특별자치도 인제군,3,체류시간,8.7
51810,강원특별자치도 인제군,4,목적지 검색량,
51810,강원특별자치도 인제군,5,관광소비,12.2
51770,강원특별자치도 정선군,1,방문자유입,
51770,강원특별자치도 정선군,2,숙박방문자 비율,11.8
51770,강원특별자치도 정선군,3,체류시간,10.1
51770,강원특별자치도 정선군,4,목적지 검색량,
51770,강원특별자치도 정선군,5,관광소비,13.5
51780,강원특별자치도 철원군,1,방문자유입,
51780,강원특별자치도 철원군,2,숙박방문자 비율,11.2
51780,강원특별자치도 철원군,3,체류시간,10.9
51780,강원특별자치도 철원군,4,목적지 검색량,
51780,강원특별자치도 철원군,5,관광소비,12.8
51190,강원특별자치도 태백시,1,방문자유입,
51190,강원특별자치도 태백시,2,숙박방문자 비율,11.8
51190,강원특별자치도 태백시,3,체류시간,9.5
51190,강원특별자치도 태백시,4,목적지 검색량,
51190,강원특별자치도 태백시,5,관광소비,11.9
51110,강원특별자치도 춘천시,1,방문자유입,
51110,강원특별자치도 춘천시,2,숙박방문자 비율,11.6
51110,강원특별자치도 춘천시,3,체류시간,10.9
51110,강원특별자치도 춘천시,4,목적지 검색량,
51110,강원특별자치도 춘천시,5,관광소비,12.5
51760,강원특별자치도 평창군,1,방문자유입,
51760,강원특별자치도 평창군,2,숙박방문자 비율,10.6
51760,강원특별자치도 평창군,3,체류시간,10.7
51760,강원특별자치도 평창군,4,목적지 검색량,
51760,강원특별자치도 평창군,5,관광소비,12.3
51790,강원특별자치도 화천군,1,방문자유입,
51790,강원특별자치도 화천군,2,숙박방문자 비율,10.3
51790,강원특별자치도 화천군,3,체류시간,10.8
51790,강원특별자치도 화천군,4,목적지 검색량,
51790,강원특별자치도 화천군,5,관광소비,10.9
51720,강원특별자치도 홍천군,1,방문자유입,
51720,강원특별자치도 홍천군,2,숙박방문자 비율,10.9
51720,강원특별자치도 홍천군,3,체류시간,8.1
51720,강원특별자치도 홍천군,4,목적지 검색량,
51720,강원특별자치도 홍천군,5,관광소비,12.4
51730,강원특별자치도 횡성군,1,방문자유입,
51730,강원특별자치도 횡성군,2,숙박방문자 비율,10.6
51730,강원특별자치도 횡성군,3,체류시간,10.1
51730,강원특별자치도 횡성군,4,목적지 검색량,
51730,강원특별자치도 횡성군,5,관광소비,13.8
52190,전북특별자치도 남원시,1,방문자유입,
52190,전북특별자치도 남원시,2,숙박방문자 비율,11.0
52190,전북특별자치도 남원시,3,체류시간,9.7
52190,전북특별자치도 남원시,4,목적지 검색량,
52190,전북특별자치도 남원시,5,관광소비,17.0
52210,전북특별자치도 김제시,1,방문자유입,
52210,전북특별자치도 김제시,2,숙박방문자 비율,12.0
52210,전북특별자치도 김제시,3,체류시간,10.2
52210,전북특별자치도 김제시,4,목적지 검색량,
52210,전북특별자치도 김제시,5,관광소비,16.8
52130,전북특별자치도 군산시,1,방문자유입,
52130,전북특별자치도 군산시,2,숙박방문자 비율,12.3
52130,전북특별자치도 군산시,3,체류시간,10.2
52130,전북특별자치도 군산시,4,목적지 검색량,
52130,전북특별자치도 군산시,5,관광소비,14.5
52790,전북특별자치도 고창군,1,방문자유입,
52790,전북특별자치도 고창군,2,숙박방문자 비율,11.6
52790,전북특별자치도 고창군,3,체류시간,10.8
52790,전북특별자치도 고창군,4,목적지 검색량,
52790,전북특별자치도 고창군,5,관광소비,13.1
52730,전북특별자치도 무주군,1,방문자유입,
52730,전북특별자치도 무주군,2,숙박방문자 비율,11.3
52730,전북특별자치도 무주군,3,체류시간,10.7
52730,전북특별자치도 무주군,4,목적지 검색량,
52730,전북특별자치도 무주군,5,관광소비,15.1
52110,전북특별자치도 전주시,1,방문자유입,
52110,전북특별자치도 전주시,2,숙박방문자 비율,
52110,전북특별자치도 전주시,3,체류시간,
52110,전북특별자치도 전주시,4,목적지 검색량,
52110,전북특별자치도 전주시,5,관광소비,
52800,전북특별자치도 부안군,1,방문자유입,
52800,전북특별자치도 부안군,2,숙박방문자 비율,11.1
52800,전북특별자치도 부안군,3,체류시간,10.0
52800,전북특별자치도 부안군,4,목적지 검색량,
52800,전북특별자치도 부안군,5,관광소비,16.7
52770,전북특별자치도 순창군,1,방문자유입,
52770,전북특별자치도 순창군,2,숙박방문자 비율,11.7
52770,전북특별자치도 순창군,3,체류시간,10.8
52770,전북특별자치도 순창군,4,목적지 검색량,
52770,전북특별자치도 순창군,5,관광소비,11.3
52140,전북특별자치도 익산시,1,방문자유입,
52140,전북특별자치도 익산시,2,숙박방문자 비율,11.8
52140,전북특별자치도 익산시,3,체류시간,9.6
52140,전북특별자치도 익산시,4,목적지 검색량,
52140,전북특별자치도 익산시,5,관광소비,13.1
52710,전북특별자치도 완주군,1,방문자유입,
52710,전북특별자치도 완주군,2,숙박방문자 비율,12.7
52710,전북특별자치도 완주군,3,체류시간,11.0
52710,전북특별자치도 완주군,4,목적지 검색량,
52710,전북특별자치도 완주군,5,관광소비,13.7
52750,전북특별자치도 임실군,1,방문자유입,
52750,전북특별자치도 임실군,2,숙박방문자 비율,12.7
52750,전북특별자치도 임실군,3,체류시간,10.7
52750,전북특별자치도 임실군,4,목적지 검색량,
52750,전북특별자치도 임실군,5,관광소비,13.9
52740,전북특별자치도 장수군,1,방문자유입,
52740,전북특별자치도 장수군,2,숙박방문자 비율,10.7
52740,전북특별자치도 장수군,3,체류시간,11.2
52740,전북특별자치도 장수군,4,목적지 검색량,
52740,전북특별자치도 장수군,5,관광소비,13.7
52111,전북특별자치도 전주시 완산구,1,방문자유입,
52111,전북특별자치도 전주시 완산구,2,숙박방문자 비율,12.2
52111,전북특별자치도 전주시 완산구,3,체류시간,10.5
52111,전북특별자치도 전주시 완산구,4,목적지 검색량,
52111,전북특별자치도 전주시 완산구,5,관광소비,12.6
52180,전북특별자치도 정읍시,1,방문자유입,
52180,전북특별자치도 정읍시,2,숙박방문자 비율,11.5
52180,전북특별자치도 정읍시,3,체류시간,10.5
52180,전북특별자치도 정읍시,4,목적지 검색량,
52180,전북특별자치도 정읍시,5,관광소비,15.2
52720,전북특별자치도 진안군,1,방문자유입,
52720,전북특별자치도 진안군,2,숙박방문자 비율,11.5
52720,전북특별자치도 진안군,3,체류시간,10.4
52720,전북특별자치도 진안군,4,목적지 검색량,
52720,전북특별자치도 진안군,5,관광소비,15.7
52113,전북특별자치도 전주시 덕진구,1,방문자유입,
52113,전북특별자치도 전주시 덕진구,2,숙박방문자 비율,12.4
52113,전북특별자치도 전주시 덕진구,3,체류시간,10.3
52113,전북특별자치도 전주시 덕진구,4,목적지 검색량,
52113,전북특별자치도 전주시 덕진구,5,관광소비,14.0
