DPTR_REGN_NM,DPTR_REGN_DTL_NM,TOU_NUM,TOU_NUM_SQRT,TOU_NUM_RATE,DTL_TOU_NUM,DTL_TOU_NUM_SQRT,DTL_TOU_NUM_RATE
관저2동,관저2동,30360264.0,5510.0,0.0,30360264.0,5510.0,100.0
관촌면,관촌면,6990631.0,2644.0,0.0,6990631.0,2644.0,100.0
관평동,관평동,37498590.0,6124.0,0.0,37498590.0,6124.0,100.0
광교1동,광교1동,77657472.0,8812.0,0.1,77657472.0,8812.0,100.0
광교2동,광교2동,38214834.0,6182.0,0.0,38214834.0,6182.0,100.0
광남1동,광남1동,30331270.0,5507.0,0.0,30331270.0,5507.0,100.0
광남2동,광남2동,3502961.0,1872.0,0.0,3502961.0,1872.0,100.0
광남동,광남동,14787773.0,3845.0,0.0,14787773.0,3845.0,100.0
광덕면,광덕면,11514338.0,3393.0,0.0,11514338.0,3393.0,100.0
광도면,광도면,27966862.0,5288.0,0.0,27966862.0,5288.0,100.0
광림동,광림동,8663340.0,2943.0,0.0,8663340.0,2943.0,100.0
광명1동,광명1동,4790173.0,2189.0,0.0,4790173.0,2189.0,100.0
광명2동,광명2동,5417076.0,2327.0,0.0,5417076.0,2327.0,100.0
광명3동,광명3동,23910047.0,4890.0,0.0,23910047.0,4890.0,100.0
광명4동,광명4동,10146735.0,3185.0,0.0,10146735.0,3185.0,100.0
광명5동,광명5동,2049449.0,1432.0,0.0,2049449.0,1432.0,100.0
광명6동,광명6동,9713571.0,3117.0,0.0,9713571.0,3117.0,100.0
광명7동,광명7동,9766802.0,3125.0,0.0,9766802.0,3125.0,100.0
광복동,광복동,44811778.0,6694.0,0.1,44811778.0,6694.0,100.0
광석면,광석면,4294322.0,2072.0,0.0,4294322.0,2072.0,100.0
광시면,광시면,7079516.0,2661.0,0.0,7079516.0,2661.0,100.0
광안1동,광안1동,13893064.0,3727.0,0.0,13893064.0,3727.0,100.0
광안2동,광안2동,76440056.0,8743.0,0.1,76440056.0,8743.0,100.0
광안3동,광안3동,27493886.0,5243.0,0.0,27493886.0,5243.0,100.0
광안4동,광안4동,17841702.0,4224.0,0.0,17841702.0,4224.0,100.0
광양읍,광양읍,43413863.0,6589.0,0.1,43413863.0,6589.0,100.0
광영동,광영동,4977348.0,2231.0,0.0,4977348.0,2231.0,100.0
광의면,광의면,6638256.0,2576.0,0.0,6638256.0,2576.0,100.0
광장동,광장동,56478530.0,7515.0,0.1,56478530.0,7515.0,100.0
광적면,광적면,20407737.0,4517.0,0.0,20407737.0,4517.0,100.0
광정동,광정동,47470328.0,6890.0,0.1,47470328.0,6890.0,100.0
광천동,광천동,52404214.0,7239.0,0.1,52404214.0,7239.0,100.0
광천읍,광천읍,11374478.0,3373.0,0.0,11374478.0,3373.0,100.0
광탄면,광탄면,37069239.0,6088.0,0.0,37069239.0,6088.0,100.0
광평동,광평동,5716246.0,2391.0,0.0,5716246.0,2391.0,100.0
광혜원면,광혜원면,14287770.0,3780.0,0.0,14287770.0,3780.0,100.0
광활면,광활면,1042376.0,1021.0,0.0,1042376.0,1021.0,100.0
광희동,광희동,164205356.0,12814.0,0.2,164205356.0,12814.0,100.0
괘법동,괘법동,73358509.0,8565.0,0.1,73358509.0,8565.0,100.0
괴산읍,괴산읍,26163270.0,5115.0,0.0,26163270.0,5115.0,100.0
괴안동,괴안동,12237589.0,3498.0,0.0,2242020.0,1497.0,18.3
괴안동,괴안동,12237589.0,3498.0,0.0,9995570.0,3162.0,81.7
괴정1동,괴정1동,9640407.0,3105.0,0.0,9640407.0,3105.0,100.0
괴정2동,괴정2동,5142137.0,2268.0,0.0,5142137.0,2268.0,100.0
괴정3동,괴정3동,11720012.0,3423.0,0.0,11720012.0,3423.0,100.0
괴정4동,괴정4동,5781468.0,2404.0,0.0,5781468.0,2404.0,100.0
괴정동,괴정동,25382214.0,5038.0,0.0,25382214.0,5038.0,100.0
교1동,교1동,29418998.0,5424.0,0.0,29418998.0,5424.0,100.0
교2동,교2동,15842158.0,3980.0,0.0,15842158.0,3980.0,100.0
교남동,교남동,34701936.0,5891.0,0.0,34701936.0,5891.0,100.0
교동,교동,85548522.0,9249.0,0.1,8225952.0,2868.0,9.6
교동,교동,85548522.0,9249.0,0.1,6437448.0,2537.0,7.5
교동,교동,85548522.0,9249.0,0.1,8778598.0,2963.0,10.3
교동,교동,85548522.0,9249.0,0.1,32881992.0,5734.0,38.4
교동,교동,85548522.0,9249.0,0.1,29224531.0,5406.0,34.2
교동면,교동면,8983583.0,2997.0,0.0,8983583.0,2997.0,100.0
교문1동,교문1동,55604269.0,7457.0,0.1,55604269.0,7457.0,100.0
교문2동,교문2동,15989816.0,3999.0,0.0,15989816.0,3999.0,100.0
